epoch,class_acc,class_loss,class_mae,dense_2_acc,dense_2_loss,dense_2_mae,dense_3_acc,dense_3_loss,dense_3_mae,dense_4_acc,dense_4_loss,dense_4_mae,dense_5_acc,dense_5_loss,dense_5_mae,loss
15,1.0,0.0001752807729644701,0.004731446970254183,0.0,0.5684977173805237,0.07084541767835617,0.0,0.0046967375092208385,0.05306806415319443,0.0064538042061030865,0.007665898650884628,0.06836481392383575,0.004755434580147266,0.006104391999542713,0.06072289124131203,0.5871400237083435
16,1.0,0.00011775521124945953,0.004091307520866394,0.0,0.5888732075691223,0.06945803016424179,0.0,0.00429414352402091,0.0509428046643734,0.008152173832058907,0.006470008287578821,0.06151464208960533,0.0037364130839705467,0.0055380929261446,0.05788655951619148,0.6052932739257812
17,1.0,0.00014993689546827227,0.00468709459528327,0.0,0.5757057070732117,0.0703752413392067,0.0,0.0044547985307872295,0.052127741277217865,0.008491847664117813,0.007746133487671614,0.06776086986064911,0.0033967390190809965,0.006050622556358576,0.060666173696517944,0.5941071510314941
18,1.0,0.00013696556561626494,0.004223258700221777,0.0,0.5658082365989685,0.06242431327700615,0.0,0.003610513871535659,0.04718968644738197,0.00883152149617672,0.005578143522143364,0.05748885124921799,0.004076086916029453,0.004612320568412542,0.05321938544511795,0.5797461271286011
19,1.0,0.00023276488354895264,0.005153259728103876,0.0,0.7376022934913635,0.11902666836977005,0.0,0.010132484138011932,0.07396282255649567,0.0064538042061030865,0.018315380439162254,0.09841170161962509,0.005434782709926367,0.015160897746682167,0.08966319262981415,0.7814438939094543
20,1.0,0.00029047808493487537,0.005163096357136965,0.0,0.6418942809104919,0.0966707095503807,0.0,0.007576358038932085,0.0671313926577568,0.010529891587793827,0.012168016284704208,0.08692286908626556,0.004755434580147266,0.01007361151278019,0.07939182966947556,0.6720027327537537
21,1.0,0.00010587536235107109,0.0037454564590007067,0.0,0.5733634829521179,0.07584812492132187,0.0,0.0052312808111310005,0.055792003870010376,0.009510869160294533,0.008450484834611416,0.07192862778902054,0.002377717290073633,0.007508669048547745,0.06806378066539764,0.5946597456932068
22,1.0,8.857690409058705e-05,0.0031414295081049204,0.0,0.5644056797027588,0.06601622700691223,0.0,0.004078366328030825,0.0493224561214447,0.0078125,0.006762190256267786,0.0638715997338295,0.00509510887786746,0.005837756209075451,0.05984479933977127,0.5811725854873657
23,1.0,8.129612979246303e-05,0.0031111061107367277,0.0,0.562339723110199,0.06679992377758026,0.0,0.003800163744017482,0.047808803617954254,0.00883152149617672,0.006298878230154514,0.06188914552330971,0.00509510887786746,0.005417714826762676,0.05770635977387428,0.5779377222061157
24,1.0,6.341259722830728e-05,0.00277636363171041,0.0,0.5588072538375854,0.056160394102334976,0.0,0.002980513032525778,0.043101005256175995,0.008152173832058907,0.005115801002830267,0.05539388209581375,0.005774456541985273,0.004436200950294733,0.05150551348924637,0.5714035630226135
25,1.0,5.9190460888203233e-05,0.002524898387491703,0.0,0.5550773739814758,0.05283647030591965,0.0,0.0027989668305963278,0.04126068949699402,0.009171195328235626,0.004684678744524717,0.05269154906272888,0.0020380434580147266,0.0038325581699609756,0.047947805374860764,0.5664528012275696
26,1.0,0.00020793928706552833,0.0036812981124967337,0.0,0.681459903717041,0.10514243692159653,0.0,0.0068571604788303375,0.06149265170097351,0.008152173832058907,0.010177643038332462,0.0769004076719284,0.0037364130839705467,0.0075378515757620335,0.06705152243375778,0.7062405347824097
27,1.0,7.478166662622243e-05,0.0024809292517602444,0.0,0.5713057518005371,0.06997412443161011,0.0,0.003872918663546443,0.04828764498233795,0.009171195328235626,0.005844118073582649,0.05981401726603508,0.0037364130839705467,0.005217318888753653,0.05668005719780922,0.5863150954246521
28,1.0,7.279138662852347e-05,0.002755032619461417,0.0,0.5810758471488953,0.07477319240570068,0.0,0.004136618692427874,0.048643775284290314,0.0064538042061030865,0.005747935269027948,0.05931239202618599,0.004076086916029453,0.0054244790226221085,0.05742863938212395,0.5964577794075012
29,1.0,5.6010019761743024e-05,0.0024416104424744844,0.0,0.5658754706382751,0.06270428001880646,0.0,0.0031312094070017338,0.043426405638456345,0.008491847664117813,0.005112264305353165,0.05524689704179764,0.00441576074808836,0.004181397147476673,0.049820613116025925,0.5783563852310181
30,1.0,4.937910125590861e-05,0.002437995048239827,0.0,0.5631557703018188,0.05675188824534416,0.0,0.0027044115122407675,0.040411289781332016,0.005774456541985273,0.0045691621489822865,0.0515841543674469,0.002377717290073633,0.003442684654146433,0.045957423746585846,0.5739213824272156
31,1.0,3.625463068601675e-05,0.0021235113963484764,0.0,0.5576412081718445,0.047295261174440384,0.0,0.0021126980427652597,0.03557734936475754,0.008491847664117813,0.0032618732657283545,0.04431704431772232,0.002377717290073633,0.002759018447250128,0.04073279723525047,0.565811038017273
32,1.0,4.7125246055657044e-05,0.0022905177902430296,0.0,0.5628488659858704,0.06137074530124664,0.0,0.0025614022742956877,0.03951188176870346,0.008491847664117813,0.004137128125876188,0.04993047937750816,0.004755434580147266,0.0032321535982191563,0.04412201792001724,0.5728267431259155
33,1.0,2.9136046578059904e-05,0.0018409171607345343,0.0,0.5562122464179993,0.0464872345328331,0.0,0.0021119595039635897,0.035419780761003494,0.0078125,0.0030238544568419456,0.042470674961805344,0.00509510887786746,0.002547411248087883,0.03862476721405983,0.5639246106147766
34,1.0,2.7776566639658995e-05,0.0018721641972661018,0.0,0.5533589720726013,0.04327763244509697,0.0,0.0018824019934982061,0.03325148671865463,0.0074728261679410934,0.0027119633741676807,0.040601879358291626,0.00509510887786746,0.002299023326486349,0.037056803703308105,0.5602800250053406
35,1.0,2.623241198307369e-05,0.0017387426923960447,0.0,0.5526344776153564,0.037551149725914,0.0,0.0014304269570857286,0.029168924316763878,0.00883152149617672,0.0023080508690327406,0.036837536841630936,0.0027173913549631834,0.001710962620563805,0.031857699155807495,0.5581101775169373
36,1.0,2.1458990886458196e-05,0.0015700653893873096,0.0,0.5561620593070984,0.03794180974364281,0.0,0.001420244574546814,0.029350901022553444,0.008152173832058907,0.0018593019340187311,0.03309975564479828,0.00441576074808836,0.0017031022580340505,0.03210294619202614,0.5611661672592163
37,1.0,1.9869950847350992e-05,0.0015259343199431896,0.0,0.555068850517273,0.03766363486647606,0.0,0.0013896869495511055,0.02864920347929001,0.0074728261679410934,0.0020756132435053587,0.0352642796933651,0.004076086916029453,0.0016912705032154918,0.031407680362463,0.560245156288147
38,1.0,2.060426959360484e-05,0.0016362783499062061,0.0,0.5502363443374634,0.03248145058751106,0.0,0.001265426049940288,0.02740025520324707,0.00883152149617672,0.0015616276068612933,0.03051498718559742,0.004755434580147266,0.0014090497279539704,0.028914419934153557,0.5544930100440979
39,1.0,2.2889018509886228e-05,0.0016687122406437993,0.0,0.5521695017814636,0.03206022083759308,0.0,0.0010801993776112795,0.02547975443303585,0.006793478038161993,0.0016288264887407422,0.030602330341935158,0.002377717290073633,0.0012873553205281496,0.02816091850399971,0.5561888217926025
40,1.0,1.8733238903223537e-05,0.0014274066779762506,0.0,0.5471840500831604,0.02893773652613163,0.0,0.0009760663961060345,0.02402489259839058,0.009171195328235626,0.0013019921025261283,0.0280461423099041,0.004076086916029453,0.0011232660617679358,0.025531701743602753,0.5506041646003723
41,1.0,2.34455474128481e-05,0.001552969217300415,0.0,0.569352924823761,0.057301115244627,0.0,0.003262721234932542,0.04333675280213356,0.0074728261679410934,0.0054038818925619125,0.05625342205166817,0.00441576074808836,0.004483052529394627,0.05037793517112732,0.582525908946991
42,1.0,2.3252039682120085e-05,0.0016241066623479128,0.0,0.6494477987289429,0.06447692215442657,0.0,0.0022707392927259207,0.03693738579750061,0.00883152149617672,0.004537355620414019,0.05218234285712242,0.00509510887786746,0.003298732917755842,0.04420506954193115,0.6595778465270996
43,1.0,3.127899253740907e-05,0.0017303827917203307,0.0,0.5580825209617615,0.04461553320288658,0.0,0.0018819019896909595,0.03347864747047424,0.009171195328235626,0.003200847888365388,0.043654005974531174,0.00441576074808836,0.0024448714684695005,0.038208674639463425,0.5656413435935974
44,1.0,1.800787322281394e-05,0.0014237124705687165,0.0,0.5514269471168518,0.03582805395126343,0.0,0.001266022794879973,0.02750270813703537,0.00509510887786746,0.0021181327756494284,0.03527018427848816,0.0016983695095404983,0.001663516042754054,0.031563855707645416,0.5564926266670227
45,1.0,1.632374551263638e-05,0.00129061215557158,0.0,0.5524430274963379,0.032631926238536835,0.0,0.0010791204404085875,0.025192683562636375,0.008491847664117813,0.0016977250343188643,0.03199023753404617,0.004076086916029453,0.0013110610889270902,0.027829786762595177,0.5565471649169922
46,1.0,1.6927830074564554e-05,0.001314762164838612,0.0,0.5523077249526978,0.03483399748802185,0.0,0.0010189339518547058,0.024445995688438416,0.00611413037404418,0.0016953441081568599,0.03131899982690811,0.004755434580147266,0.0013319960562512279,0.02798805758357048,0.5563709139823914
47,1.0,1.6404786947532557e-05,0.0014162171864882112,0.0,0.5559722781181335,0.034516241401433945,0.0,0.0010207104496657848,0.02467956766486168,0.009171195328235626,0.001794037176296115,0.03263106197118759,0.0016983695095404983,0.0013048398541286588,0.028214475139975548,0.5601084232330322
48,1.0,1.264195452677086e-05,0.001144776470027864,0.0,0.551609456539154,0.02687172032892704,0.0,0.0008940412662923336,0.023036135360598564,0.008152173832058907,0.001282509183511138,0.0275633055716753,0.004755434580147266,0.0010290913050994277,0.024714112281799316,0.554827868938446
49,1.0,1.1867297871503979e-05,0.0011082700220867991,0.0,0.5451498627662659,0.025231143459677696,0.0,0.0007865260704420507,0.021287331357598305,0.00883152149617672,0.0010388942901045084,0.02465292438864708,0.005774456541985273,0.0008241586619988084,0.021827612072229385,0.5478111505508423
50,1.0,9.624518497730605e-06,0.0010218466632068157,0.0,0.5691876411437988,0.03921126946806908,0.0,0.00113748200237751,0.02550053410232067,0.008491847664117813,0.0025745744351297617,0.03814523294568062,0.0037364130839705467,0.0020972753409296274,0.03413130342960358,0.5750066637992859
51,0.9993206262588501,0.0008415140327997506,0.003788985079154372,0.0,0.6511967778205872,0.09475899487733841,0.0,0.00680792611092329,0.056175194680690765,0.008491847664117813,0.011661301366984844,0.07728944718837738,0.0033967390190809965,0.008227895013988018,0.06620366871356964,0.6787355542182922
52,0.999660313129425,0.0003998260945081711,0.002741831121966243,0.0,0.5845246315002441,0.08131691813468933,0.0,0.005930693354457617,0.060015853494405746,0.00883152149617672,0.011046124622225761,0.08178896456956863,0.004755434580147266,0.008608171716332436,0.07184567302465439,0.6105093955993652
53,1.0,9.893812239170074e-05,0.0017553697107359767,0.0,0.5620371103286743,0.0616215355694294,0.0,0.003792953211814165,0.04849579557776451,0.008491847664117813,0.006936170626431704,0.0641903355717659,0.00305706518702209,0.005104243289679289,0.05599478632211685,0.5779693722724915
54,1.0,6.572279380634427e-05,0.0012822821736335754,0.0,0.6608861088752747,0.08720485121011734,0.0,0.004229779355227947,0.048918820917606354,0.0074728261679410934,0.0107139116153121,0.07137098908424377,0.005434782709926367,0.005278546363115311,0.05387489125132561,0.6811741590499878
55,1.0,0.00010686499445000663,0.002079405589029193,0.0,0.6312768459320068,0.1074424758553505,0.0,0.00683489628136158,0.06523985415697098,0.0074728261679410934,0.01394693460315466,0.09222012013196945,0.00441576074808836,0.00990410428494215,0.07803579419851303,0.6620697379112244
56,0.9976223111152649,0.0016078848857432604,0.005097210872918367,0.0,0.5736573934555054,0.07910909503698349,0.0,0.004341457039117813,0.05153094604611397,0.0078125,0.008320251479744911,0.07090070843696594,0.00305706518702209,0.005928901024162769,0.06088383123278618,0.5938562750816345
57,0.999660313129425,0.00018334187916480005,0.0010717565892264247,0.0,0.5667807459831238,0.06648621708154678,0.0,0.0033860637340694666,0.04577596113085747,0.008152173832058907,0.0059324889443814754,0.05891091004014015,0.00509510887786746,0.004293167032301426,0.05195626616477966,0.5805757641792297
58,1.0,0.00010439515608595684,0.0006752002518624067,0.0,0.559131383895874,0.06103350222110748,0.0,0.002937974175438285,0.042823370546102524,0.009171195328235626,0.004867499694228172,0.053541556000709534,0.005774456541985273,0.003297164337709546,0.04536192864179611,0.570338249206543
59,1.0,4.7461762733291835e-05,0.0007553036557510495,0.0,0.5590483546257019,0.053246162831783295,0.0,0.002462242031469941,0.03911950811743736,0.009510869160294533,0.003433949314057827,0.045370858162641525,0.0027173913549631834,0.0027322745881974697,0.04061617702245712,0.5677242279052734
60,1.0,5.525048891286133e-06,0.0004169511375948787,0.0,0.5571666955947876,0.04860129579901695,0.0,0.00200582854449749,0.0355633907020092,0.0064538042061030865,0.0030664203222841024,0.04262256994843483,0.005434782709926367,0.0023251206148415804,0.0384591780602932,0.5645695328712463
61,1.0,4.7508101488347165e-06,0.00040038579027168453,0.0,0.5518562197685242,0.0426679290831089,0.0,0.0016540727810934186,0.03169506788253784,0.00883152149617672,0.002601643791422248,0.03920847177505493,0.004755434580147266,0.002040079329162836,0.03543372079730034,0.5581568479537964
62,1.0,2.5348886083520483e-06,0.00030776148196309805,0.0,0.5511409044265747,0.03770133852958679,0.0,0.0015174085274338722,0.03053918294608593,0.005434782709926367,0.0021064160391688347,0.034980062395334244,0.0033967390190809965,0.001612642896361649,0.03094339370727539,0.5563798546791077
63,1.0,2.1375553842517547e-06,0.0003039574366994202,0.0,0.5552787184715271,0.03690068796277046,0.0,0.0014564265729859471,0.02974611707031727,0.008152173832058907,0.00185772601980716,0.033237479627132416,0.0033967390190809965,0.001443024375475943,0.029623156413435936,0.5600378513336182
64,1.0,3.4227350624860264e-06,0.0003595211310312152,0.0,0.5655422806739807,0.049833934754133224,0.0,0.002002228517085314,0.03428386524319649,0.008152173832058907,0.0030043572187423706,0.040158260613679886,0.005434782709926367,0.001763756386935711,0.03218962624669075,0.5723159909248352
65,1.0,1.4082903362577781e-05,0.000467715784907341,0.0,0.6085228323936462,0.06741740554571152,0.0,0.0030228933319449425,0.04110780358314514,0.005774456541985273,0.007810520939528942,0.0590849444270134,0.0033967390190809965,0.00334870140068233,0.04277455434203148,0.6227192282676697
66,1.0,4.1052659071283415e-05,0.00078484887490049,0.0,0.5638920068740845,0.060440544039011,0.0,0.0029887945856899023,0.04239741712808609,0.008491847664117813,0.005511701572686434,0.05607625097036362,0.0033967390190809965,0.00384614453651011,0.04769060015678406,0.5762796998023987
67,1.0,2.8530487270472804e-06,0.0003585961239878088,0.0,0.5568717122077942,0.043459147214889526,0.0,0.002034233184531331,0.03468676283955574,0.009171195328235626,0.002848853589966893,0.04127391800284386,0.002377717290073633,0.002243300899863243,0.036580685526132584,0.5640010237693787
68,1.0,2.2059641651139827e-06,0.0003830196219496429,0.0,0.5543102622032166,0.044017381966114044,0.0,0.0017392217414453626,0.032303325831890106,0.0078125,0.002815422136336565,0.040805041790008545,0.004755434580147266,0.0018888695631176233,0.03377651050686836,0.5607559680938721
69,1.0,2.770002538454719e-06,0.0004025386006105691,0.0,0.5594496130943298,0.04904663935303688,0.0,0.001873405766673386,0.03366229310631752,0.00883152149617672,0.00290933926589787,0.04186190292239189,0.004755434580147266,0.002119738142937422,0.035891011357307434,0.5663549304008484
70,1.0,4.295410690247081e-06,0.00041886945837177336,0.0,0.5583282709121704,0.044322215020656586,0.0,0.0017757428577169776,0.03244191035628319,0.006793478038161993,0.0026744655333459377,0.039920125156641006,0.0033967390190809965,0.0022848723456263542,0.03697723522782326,0.5650678277015686
71,1.0,4.104337222088361e-06,0.0004719664284493774,0.0,0.55085688829422,0.039223961532115936,0.0,0.001264094258658588,0.0275274571031332,0.0074728261679410934,0.002219761721789837,0.03582208976149559,0.004755434580147266,0.00147057615686208,0.02909080870449543,0.5558153390884399
72,1.0,3.8088903693278553e-06,0.0004708948836196214,0.0,0.5553542375564575,0.04053688421845436,0.0,0.001436932710930705,0.029271291568875313,0.005434782709926367,0.0020387875847518444,0.034617818892002106,0.0037364130839705467,0.001875867135822773,0.032960183918476105,0.5607095956802368
73,1.0,6.219780061655911e-06,0.0005255237338133156,0.0,0.5613324046134949,0.052540089935064316,0.0,0.0017527752788737416,0.03258455544710159,0.010529891587793827,0.003665342926979065,0.045444101095199585,0.0037364130839705467,0.0025604439433664083,0.03836221247911453,0.5693169832229614
74,1.0,7.134126008168096e-06,0.0006088849622756243,0.0,0.5646735429763794,0.04699445888400078,0.0,0.0016211762558668852,0.031049590557813644,0.006793478038161993,0.0025983694940805435,0.03858675807714462,0.0027173913549631834,0.0017272097757086158,0.03230592608451843,0.5706273317337036
75,1.0,4.952284143655561e-06,0.0005447993171401322,0.0,0.5524132251739502,0.03749028593301773,0.0,0.001338632428087294,0.02826041169464588,0.009510869160294533,0.0017642744351178408,0.03259341046214104,0.00611413037404418,0.0014405762776732445,0.02916998788714409,0.5569615960121155
76,1.0,3.273939910286572e-06,0.00046448202920146286,0.0,0.5485168695449829,0.030407652258872986,0.0,0.0010220070835202932,0.02489972673356533,0.006793478038161993,0.001326396712101996,0.027861066162586212,0.002377717290073633,0.0011782307410612702,0.026365822181105614,0.5520465970039368
77,1.0,3.4411518754495773e-06,0.00043740851106122136,0.0,0.5579786896705627,0.036294590681791306,0.0,0.0012197020696476102,0.026495104655623436,0.009850543923676014,0.0019161941017955542,0.03189397603273392,0.005434782709926367,0.0011925214203074574,0.026871616020798683,0.5623104572296143
78,1.0,3.902198386640521e-06,0.0004827715747524053,0.0,0.5537904500961304,0.036680154502391815,0.0,0.0012415597448125482,0.02758096344769001,0.0064538042061030865,0.0016120083164423704,0.030684994533658028,0.00509510887786746,0.001216783421114087,0.02725381776690483,0.5578648447990417
79,1.0,2.970942432511947e-06,0.0004352217656560242,0.0,0.5504032373428345,0.025151271373033524,0.0,0.0007678256370127201,0.02114512398838997,0.0064538042061030865,0.0009991256520152092,0.024272069334983826,0.002377717290073633,0.00082353875041008,0.022034917026758194,0.552996814250946
80,1.0,1.9292417618999025e-06,0.0003588091640267521,0.0,0.5493131875991821,0.021698296070098877,0.0,0.0005972149083390832,0.018833938986063004,0.006793478038161993,0.0007432158454321325,0.02075851522386074,0.0020380434580147266,0.0005653250846080482,0.018507542088627815,0.5512209534645081
81,1.0,2.9129532777005807e-06,0.00043082929914817214,0.0,0.5489347577095032,0.02650258131325245,0.0,0.0007281799917109311,0.02034364826977253,0.010529891587793827,0.001293543609790504,0.02572472020983696,0.004755434580147266,0.0006616900791414082,0.019800396636128426,0.5516212582588196
82,1.0,3.332002279421431e-06,0.0004275980172678828,0.0,0.5558052659034729,0.03191492334008217,0.0,0.0007790428935550153,0.02164272591471672,0.00509510887786746,0.0014115795493125916,0.028632016852498055,0.005434782709926367,0.0009172598365694284,0.023629989475011826,0.5589166879653931
83,1.0,3.1407803362526465e-06,0.0003985153161920607,0.0,0.5456040501594543,0.02574588917195797,0.0,0.0006915254634805024,0.020456276834011078,0.010529891587793827,0.0011244770139455795,0.02564138174057007,0.00509510887786746,0.0008076134836301208,0.022049201652407646,0.5482308864593506
84,1.0,2.420061264274409e-06,0.00042920518899336457,0.0,0.5536243915557861,0.03352409228682518,0.0,0.0009141713962890208,0.023562561720609665,0.00883152149617672,0.0013706638710573316,0.028173930943012238,0.002377717290073633,0.0008817582274787128,0.023177942261099815,0.5567933917045593
85,1.0,3.238502131353016e-06,0.00046429893700405955,0.0,0.5503038167953491,0.031062781810760498,0.0,0.0007754846010357141,0.0217593964189291,0.005434782709926367,0.0011600467842072248,0.026556484401226044,0.004076086916029453,0.0008263070485554636,0.022364826872944832,0.5530687570571899
86,1.0,3.247324002586538e-06,0.0004464689118321985,0.0,0.5492848753929138,0.026349741965532303,0.0,0.0007065641693770885,0.020583083853125572,0.009510869160294533,0.0009410363272763789,0.023824796080589294,0.0064538042061030865,0.0007127012358978391,0.020671755075454712,0.5516483187675476
87,1.0,2.5701522190502146e-06,0.0004206456942483783,0.0,0.5496551990509033,0.02285316027700901,0.0,0.0005697758751921356,0.018524864688515663,0.011548913083970547,0.0008065560250543058,0.021556686609983444,0.0033967390190809965,0.0005954880616627634,0.019065622240304947,0.5516296625137329
88,1.0,2.8684369226539275e-06,0.0004454439040273428,0.0,0.5473692417144775,0.01934453286230564,0.0,0.00042578752618283033,0.015920590609312057,0.007133152335882187,0.0006006435141898692,0.018695339560508728,0.00441576074808836,0.00045690961997024715,0.016745923087000847,0.5488553047180176
89,1.0,2.23056053982873e-06,0.00036342599196359515,0.0,0.5528578758239746,0.03692660480737686,0.0,0.0010555313201621175,0.0229769479483366,0.00509510887786746,0.001274398760870099,0.02550213783979416,0.0033967390190809965,0.0011154033709317446,0.023516112938523293,0.5563052892684937
90,1.0,6.1626128626812715e-06,0.0005308022955432534,0.0,0.5597330927848816,0.03676808252930641,0.0,0.0012049382785335183,0.02694128081202507,0.009510869160294533,0.0020808521658182144,0.03505238890647888,0.0033967390190809965,0.0016222110716626048,0.03122686594724655,0.5646471977233887
91,1.0,3.2095113056129776e-06,0.0004571567405946553,0.0,0.5472370386123657,0.024711476638913155,0.0,0.00066956045338884,0.020177869126200676,0.005774456541985273,0.0009973150445148349,0.02436262182891369,0.004755434580147266,0.0008617155253887177,0.022771790623664856,0.5497688055038452
92,1.0,2.645713720994536e-06,0.00041937310015782714,0.0,0.5477287173271179,0.02228359878063202,0.0,0.0005800747312605381,0.018534602597355843,0.008152173832058907,0.00081929488806054,0.022025875747203827,0.0037364130839705467,0.0006541517213918269,0.01978207938373089,0.5497848987579346
93,1.0,2.3303352918446762e-06,0.00041044503450393677,0.0,0.5514147877693176,0.018559427931904793,0.0,0.00044157958473078907,0.01638326607644558,0.009171195328235626,0.0005700272158719599,0.018593812361359596,0.0033967390190809965,0.0005313328583724797,0.017766114324331284,0.5529600381851196
94,1.0,2.2849208107800223e-06,0.00038376147858798504,0.0,0.5456393957138062,0.01776041090488434,0.0,0.0004123518301639706,0.015660002827644348,0.01019021775573492,0.0005404310650192201,0.018046772107481956,0.004755434580147266,0.0004380068858154118,0.016072556376457214,0.5470325946807861
95,1.0,1.3799503904010635e-06,0.0003213344607502222,0.0,0.5490601062774658,0.01673646830022335,0.0,0.00034290761686861515,0.014284838922321796,0.00611413037404418,0.00044078027713112533,0.01612045057117939,0.0037364130839705467,0.0003481534367892891,0.014465685933828354,0.5501934289932251
96,1.0,1.8570295878816978e-06,0.00036325547262094915,0.0,0.5451899766921997,0.015747908502817154,0.0,0.00030835383222438395,0.013421393930912018,0.007133152335882187,0.00045579878496937454,0.01629982516169548,0.004755434580147266,0.0003506431821733713,0.014550955034792423,0.5463064908981323
97,1.0,1.999334017455112e-06,0.0003840343561023474,0.0,0.5513901710510254,0.020435450598597527,0.0,0.00046157368342392147,0.01669403724372387,0.009171195328235626,0.0006273816688917577,0.019216155633330345,0.005434782709926367,0.0005368085112422705,0.017951790243387222,0.5530179142951965
98,1.0,2.0107784166611964e-06,0.0003868793719448149,0.0,0.5446375012397766,0.021596264094114304,0.0,0.0004667864996008575,0.016258949413895607,0.00883152149617672,0.000625800050329417,0.0192452110350132,0.0037364130839705467,0.0004944487009197474,0.016996342688798904,0.546226441860199
99,1.0,2.508725401639822e-06,0.00037439187872223556,0.0,0.5558810830116272,0.02964898571372032,0.0,0.0007238980615511537,0.02065587230026722,0.008491847664117813,0.0011711235856637359,0.026059778407216072,0.0033967390190809965,0.000820128305349499,0.022264866158366203,0.5585986375808716
